clientOrderId,clientUserId,createDate,flow,price,finishDate,updateDate,updator,storeId,disName,sDate,eDate,realStartDate,realEndDate,startDistance,endDistance,payId,prePrice,payDate,plusPrice,checkTitle,checkUniNo,cancelNote,email,clientType,reserveNote,clientNote,deposit,returnStoreId,rentDateType,vatNo,vatCompanyTitle,promotionCode,discount,depositPayMethod,endPayMethod,beforePay,beforePayMethod,beforePrice,beforeOrginPrice,beforeDiscount,cancelReasonType,qty,carrierNum,getType,rentKeyBoxId,returnKeyBoxId,ecoNo,asiaMilesId,plusCancelInsurance
16272884585650308,C121131316,20210726163418,1000,680,,20220512114122,zochakeelung71,15,,20210730163000,20210731163000,,,,,,,,,,,,,1,,,0,15,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16273631755480029,N223966747,20210727131935,1000,100,,20210727132106,N223966747,14,,20210727133000,20210728133000,,,,,,100,,,,,客戶從前台取消,,3,,,0,14,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16273633338460522,N223966747,20210727132213,1000,600,,20210727132230,N223966747,14,,20210727133000,20210728133000,,,,,,600,,,,,客戶從前台取消,,2,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16273633794330286,N223966747,20210727132259,500,800,,20210727133335,Wesley,14,,20210727133000,20210728133000,20210726132032,20210727133335,7714,7715,,600,,,,,,,2,,,200,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16273921352050693,H1234,20210727212215,500,0,,20210727212332,admin,1,,20210727213000,20210728213000,20210727212316,20210727212332,1000003,1000003,,-200,,,,,,,2,,,200,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16274575148140386,H1234,20210728153154,500,1460,,20210729072342,admin,1,,20210728160000,20210729160000,20210727152147,20210729072342,1000003,1000003,,1260,,,,,,,2,,,200,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16275149619730570,H1234,20210729072921,500,0,,20210729073108,admin,1,,20210729073000,20210730073000,20210729073046,20210729073108,10000001,10000001,,-200,,,,,,,2,,,200,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16275154640950923,F126235125,20210729073744,500,0,,20210729074256,Kidd,1,,20210729080000,20210730080000,20210729074116,20210729074256,1000003,1000003,,0,,,,,,,2,,,0,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16275158095970067,F126235125,20210729074329,1100,100,,20210729120555,admin,1,,20210729080000,20210730080000,,,,,,100,,,,,,,2,,,200,,1,,,,0,CASH,,T,,0,0,0,,1,,0,,,,,0
16275164799820511,H1234,20210729075439,500,0,,20210729075732,admin,1,,20210729080000,20210730080000,20210729075711,20210729075732,10000001,10000001,,-200,,,,,,,2,,,200,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16275166600460512,H1234,20210729075740,500,890,,20210729081203,admin,1,,20210729080000,20210730080000,20210728080056,20210729081203,10000001,10000001,,690,,,,,,,2,,,200,,1,,,,0,CREDIT,CASH,T,,0,0,0,,1,,0,,,,,0
16275344161480668,F129729268,20210729125336,1000,100,,20220217105150,admin,28,,20210729130000,20210730130000,,,,,,100,,,,,,,3,,,0,28,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16275379162880539,F126235125,20210729135156,500,0,,20210729140700,Kidd,1,,20210729140000,20210730140000,20210729135808,20210729140700,10000001,10000001,,-200,,,,,,,2,,,200,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16275389971360963,C121488794,20210729140957,500,210,,20210729142540,zochakeelung71,15,,20210729143000,20210730143000,20210729141330,20210729142540,20002,20002,,10,,,,,,,2,zochakeelung71,,200,,1,,,,0,CREDIT,CASH,T,,0,0,0,,1,,0,,,,,0
16275401329310861,C121488794,20210729142852,1100,200,,20210730140219,admin,15,,20210729143000,20210730143000,,,,,,200,,,,,,,2,zochakeelung71,,200,,1,,,,0,CREDIT,,T,,0,0,0,,1,,0,,,,,0
16275436455240990,B223847176,20210729152725,500,0,,20210729153511,Kidd,1,,20210729152725,20210731190000,20210729152725,20210729153511,20000000,20000000,,0,,0,,,,,1,,,0,1,,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16275441926520659,B223847176,20210729153632,1200,100,,,,28,,20210729160000,20210801160000,,,,,,100,,,,,,,3,,,0,28,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16275450707840854,B223847176,20210729155110,1000,680,,20250506160306,admin,1,,20210729153000,20210730153000,,,,,,,,,,,,,1,,,0,1,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16276084353810131,F126235125,20210730092715,500,700,,20210731074952,Wesley,14,,20210730093000,20210731093000,20210730092844,20210731074952,7034,7034,,700,,,,,,,2,,,0,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16276252663760844,C121488794,20210730140746,1000,100,,20210730141118,C121488794,15,,20210730143000,20210731143000,,,,,,100,,,,,客戶從前台取消,,3,,,0,15,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16276255372080909,C121488794,20210730141217,500,210,,20210730142602,C121488794,15,,20210730143000,20210731143000,20210730141424,20210730142602,20000,20100,,210,,0,,,,,3,,,0,15,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16276281659840037,H1234,20210730145605,500,11920,,20210730145657,admin,1,,20210730150000,20210731150000,20210730145634,20210730145657,1000003,1004003,,11720,,,,,,,2,,,200,,1,,,,0,CREDIT,CASH,T,,0,0,0,,1,,0,,,,,0
16280438058130144,F126235125,20210804102325,1100,120,,20210804102607,admin,1,,20210804103000,20210805103000,,,,,,120,,,,,,,2,,,200,,1,,,,0,CASH,,T,,0,0,0,,1,,0,,,,,0
16280442884080026,F126235125,20210804103128,1100,190,,20210804103244,admin,1,,20210904103000,20210905103000,,,,,,190,,,,,,,2,,,200,,1,,,,0,CREDIT,,T,,0,0,0,,1,,0,,,,,0
16280444452490846,F126235125,20210804103405,500,210,,20210804104859,Kidd,1,,20210804110000,20210805110000,20210804103731,20210804104859,30001,30001,,210,,,,,,,2,,,0,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16280471188870601,F126235125,20210804111838,500,210,,20210804150535,Kidd,1,,20210804113000,20210805113000,20210804145256,20210804150535,30001,30011,,210,,,,,,,2,,,0,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16280608479360610,F126235125,20210804150727,500,1300,,20210806104846,Hui,14,,20210804153000,20210805153000,20210804150916,20210806104846,7034,7036,,1300,,,,,,,2,,,0,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16282189836440831,C121488794,20210806110303,500,0,,20210809110705,zochakeelung71,15,,20210806133000,20210807140000,20210809110529,20210809110705,17803,17803,,-200,,,,,,,2,zochakeelung71,,200,,1,,,,0,CREDIT,CASH,T,,0,0,0,,1,,0,,,,,0
16282207436160538,F126235125,20210806113223,1000,680,,20210806113403,F126235125,1,,20210906113000,20210907113000,,,,,,680,,,,,客戶從前台取消,,2,,,0,,1,,,,0,CASH,,T,,0,0,0,,1,,0,,,,,0
16282211223380572,F126235125,20210806113842,500,37500,,20210930112541,asd91125,1,,20210806120000,20210807120000,20210806114012,20210930112541,1004003,1004003,,37300,20210930112541,,,,,,2,,,200,,1,,,,0,CREDIT,CASH,T,,0,0,0,,1,,0,,,,,0
16282212580210684,A121142433,20210806114058,500,2470,,20210809144933,Kidd,1,,20210806120000,20210807120000,20210806114211,20210809144933,20000000,20000010,,2470,,,,,,,2,,,0,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16282230153300132,H1234,20210806121015,500,630,,20210809154618,admin,1,,20210806123000,20210807123000,20210808143642,20210809154618,2000000000,2000000000,,430,,,,,,,2,,,200,,1,,,,0,CREDIT,CASH,T,,0,0,0,,1,,0,,,,,0
16284805858560018,C121488794,20210809114305,500,110,,20210809122952,newepay,15,,20210809114305,20210809190000,20210809114305,20210809122913,17809,17810,,110,,0,,,,,1,,,0,15,,,,,0,CASH,CREDIT,T,,0,0,0,,1,,0,,,,,0
16284904293540651,F126235125,20210809142709,1000,680,,20210930112553,F126235125,1,,20210809143000,20210810143000,,,,,,680,,,,,客戶從前台取消,,1,,聯絡人:錢俊宇，連絡電話:0910323913,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16284948404880254,A121142433,20210809154040,500,210,,20210809155752,Kidd,1,,20210809160000,20210810160000,20210809154450,20210809155752,1000003,1000003,,10,,,,,,,2,,,200,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16284951901840134,H1234,20210809154630,1000,680,,20210810145223,H1234,1,,20210809160000,20210810160000,,,,,,680,,,,,客戶從前台取消,,2,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16285710167950543,A121142433,20210810125016,500,2150,,20210813134659,Kidd,1,,20210810130000,20210811130000,20210810125211,20210813134659,20000010,20000010,,1950,,,,,,,2,,,200,,1,,,,0,CREDIT,CASH,T,,0,0,0,,1,,0,,,,,0
16287584447320142,F129729268,20210812165404,500,0,,20210812174227,哲哲,1,,20210812163000,20210813163000,20210812173940,20210812174227,100000000,100000000,,0,,,,,,,1,,,0,1,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16287586492210893,F129729268,20210812165729,400,19720,,20210910092526,zochakeelung71,15,,20210812163000,20210813163000,20210812165945,20210910092526,20000,20001,,19720,,0,,,,,1,,,0,15,1,,,,0,CASH,CREDIT,T,,0,0,0,,1,,0,,,,,0
16288252637010546,F126214886,20210813112743,1000,680,,20250506160308,admin,1,,20210813110000,20210814110000,,,,,,,,,,,,,1,admin,,0,1,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16288336334430359,A121142433,20210813134713,1000,680,,20220730102321,A121142433,1,,20210813140000,20210814140000,,,,,,680,,,,,疫情影響,,2,,,0,,1,,,,0,,,T,,0,0,0,5,1,,0,,,,,0
16290779568710488,C121488794,20210816093916,500,5098,,20210816095026,zochakeelung71,15,,20210816093916,20210816190000,20210816093916,20210816095026,18101,18102,,0,,0,,,,,1,,,0,15,,,,,0,CASH,CREDIT,T,,0,0,0,,1,,0,,,,,0
16293407602310967,F129729268,20210819103920,500,0,,20210819103951,哲哲,1,,20210819103920,20210919190000,20210819103920,20210819103951,200000,200001,,0,20210819103951,0,,,,,1,長租～9/19,,0,1,,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16293408427410303,F129729268,20210819104042,500,14960,,20220211151313,admin,1,,20210819104042,20210819190000,20210819104042,20210910092307,20000014,20000015,,14960,20220211151313,0,,,,,1,,,0,1,,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16293649991270054,H1234,20210819172319,500,680,,20220211151307,admin,1,,20210819170000,20210820170000,20210819172414,20210821155631,20000010,20000011,,680,20220211151307,0,,,,,1,,,0,1,2,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16294388087020314,R124383501,20210820135328,500,100,,20210820140505,Wesley,14,,20210820140000,20210821140000,20210820135420,20210820140505,2007,2008,,0,20210820140505,-100,,,,,3,,,0,14,1,,,,0,,CASH,T,,0,0,0,,1,,0,,,,,0
16295201430260663,R124383501,20210821122903,500,0,,20210821123348,Wesley,14,,20210821123000,20210822123000,20210820121859,20210821123348,2008,2009,,0,,,,,,,3,,,0,14,1,,,107,2300,,CASH,T,,0,0,0,,1,,0,,,,,0
16295320020550270,C121488794,20210821154642,400,100,,20210821154722,zochakeelung71,15,,20210821154642,20210821190000,20210821154642,20210821154722,17810,17811,,100,,100,,,,,1,,,0,15,,,,,0,CASH,CREDIT,T,,0,0,0,,1,,0,,,,,0
16295341718700200,H1234,20210821162251,500,999,,20210821162327,admin,1,,20210821162251,20210821190000,20210821162251,20210821162311,20000011,20000012,,999,,0,,,,,1,,,0,1,2,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16295342297370114,H1234,20210821162349,500,2140,,20210821163826,admin,1,,20210821162349,20210821190000,20210821162349,20210824063000,20000012,20000013,,1940,,0,,,,,1,,,200,1,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16296149374790385,C121488794,20210822144857,500,0,,20210822145712,zochakeelung71,15,,20210822150000,20210823150000,20210822145445,20210822145712,15386,15386,,-200,,,,,,,2,,,200,,1,,,,0,CREDIT,CASH,T,,0,0,0,,1,,0,,,,,0
16296159985990689,C121488794,20210822150638,500,13030,,20210913232610,admin,15,,20210822150638,20210824190000,20210822150638,20210910153233,8002,8003,,13030,20210913232610,0,,,,,1,,,0,15,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16296164655180256,CB30009649,20210822151425,1000,680,,20210822151632,CB30009649,15,,20210822153000,20210823153000,,,,,,680,,,,,客戶從前台取消,,2,,,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16296166185160248,CB30009649,20210822151658,500,0,,20210822151957,zochakeelung71,15,,20210822153000,20210823153000,20210822151838,20210822151957,15762,15763,,0,,0,,,,,2,zochakeelung71,,0,,1,,,,0,CASH,CREDIT,T,,0,0,0,,1,,0,,,,,0
16296911681830667,H1234,20210823115928,500,900,,20210823120019,admin,1,,20210823115928,20210823190000,20210823115928,20210824133000,20000013,20000014,,900,,0,,,,,1,,,0,1,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16299580457940155,E224869151,20210826140725,500,0,,20210826141154,Wesley,14,,20210826143000,20210827143000,20210826140245,20210826141154,10787,10788,,0,,,,,,,3,,,0,14,1,,,,0,,CASH,T,,0,0,0,,1,,0,,,,,0
16300366418670084,H1234,20210827115721,500,500,,20210913232156,admin,1,,20210827120000,20210828120000,20210827115949,20210831102840,2582,2583,,300,20210913232156,0,,,,,2,,,200,,1,,,,0,CREDIT,CASH,T,,0,0,0,,1,,0,,,,,0
16300473938430604,C121488794,20210827145633,1000,680,,20210910153252,zochakeelung71,15,,20210828143000,20210829143000,,,,,,,,,,,,,1,zochakeelung71,,0,15,1,,,,,,,T,,0,0,0,,1,,0,,,,,0
16301355456890409,D222534725,20210828152545,500,800,,20210828153502,Wesley,14,,20210828153000,20210829153000,20210827152109,20210828153502,6356,6357,,800,,,,,,,3,,,0,14,1,,,,0,,CASH,T,,0,0,0,,1,,0,,,,,0
16301361673220593,D222534725,20210828153607,500,1500,,20210828154513,admin,14,,20210828160000,20210829160000,20210828154159,20210828154407,2009,2010,,1300,,0,,,,,2,,車不要有刮傷,200,,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16302960582570038,D120877369,20210830120058,1000,5500,,20250506160310,admin,1,,20210830120000,20210831120000,,,,,,,,,,,,,1,長租,,0,1,2,,,,,,,T,,0,0,0,,1,,0,,,,,0
16304020212130357,F230075531,20210831172701,1100,0,,20220512131421,admin,28,,20210831172701,20210901230000,20210831172701,,1251,,,0,,0,,,,,1,,,0,28,1,,,,,CASH,,T,,0,0,0,,1,,0,,,,,0
16305555925600600,H1234,20210902120632,500,550,,20210902221544,admin,1,,20210902120000,20210903120000,20210902122224,20210902221544,2000000000,2000000000,,550,20210902221544,,,,,,1,,,0,1,1,,,,,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16305564689300794,H1234,20210902122108,500,780,,20210902220207,H1234,1,,20210902122108,20210902190000,20210902122108,20210902220207,20000014,20000014,,580,20210902220207,0,,,,,1,test,,200,1,1,,,,,CASH,CREDIT,T,,0,0,0,,1,,0,,,,,0
16305591005260685,Y123456789,20210902130500,500,310,,20210902133737,admin,16,,20210902130000,20210903130000,20210902130717,20210902133636,2,3,,110,20210902133737,200,,,,,1,,,200,16,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16305598299090871,TEST051913,20210902131709,500,0,,20210902132159,admin,16,,20210902131709,20210902190000,20210902131709,20210902132159,1,2,,0,20210902132159,0,,,,,1,,,0,16,1,,,,,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16305621599830931,Y123456789,20210902135559,500,2820,,20210906110037,admin,16,,20210902133000,20210903133000,20210902140006,20210906110037,4,5,,2620,20210906110037,,,,,,1,,,200,16,1,,,,,CREDIT,CASH,T,,0,0,0,,1,,0,,,,,0
16308972805140269,Y123456789,20210906110120,500,0,,20210906114530,admin,16,,20210906110000,20210907110000,20210906114154,20210906114530,15,16,,-200,20210906114530,,,,,,1,,,200,16,1,,,,,CREDIT,CASH,T,,0,0,0,,1,,0,,,,,0
16308999686330324,Y123456789,20210906114608,500,3499,,20210910180224,Y123456789,16,,20210906113000,20210907113000,20210906114825,20210910180224,30,31,,3299,20210910180224,0,,,,,1,,,200,16,1,,,0910,1,CREDIT,CREDIT,T,,0,0,0,,1,,0,,,,,0
16309914493970863,H1234,20210907131049,1000,680,,20210907211736,H1234,1,,20210907133000,20210908133000,,,,,,680,,,,,客戶從前台取消,,1,,聯絡人:H1234，連絡電話:02938290000,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16309915998150638,H999999,20210907131319,1000,680,,20250506160312,admin,1,,20210907133000,20210908133000,,,,,,680,,,,,,,1,,聯絡人:范植宇，連絡電話:02938923,0,,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16309917159090682,H982738,20210907131515,1100,0,,20250506160315,admin,1,,20210907133000,20210908133000,,,,,,0,,,,,,,1,,聯絡人:am03，連絡電話:012398432948,0,,1,,,,0,CASH,,T,,0,0,0,6,1,,0,,,,,0
16311744058520617,H1234,20210909160005,500,2800,,20210913230418,admin,1,,20210909160000,20210910160000,20210908154957,20210913230418,2000000000,2000000000,,2600,20210913230418,,,,,,2,,,200,,1,,,,0,CREDIT,CASH,T,,0,0,0,,1,,0,,,,,0
16312368170790627,F129729268,20210910092017,1000,100,,20220217105208,admin,31,,20210910093000,20210911093000,,,,,,100,,,,,,,3,,,0,31,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16312372753410236,F129729268,20210910092755,1000,100,,20220217105113,admin,31,,20210910093000,20210911093000,,,,,,100,,,,,,,3,,,0,31,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16312591898360425,C121488794,20210910153309,1000,100,,20210922144146,C121488794,15,,20210910160000,20210911160000,,,,,,100,,,,,客戶從前台取消,,3,,,0,15,1,,,,0,,,T,,0,0,0,,1,,0,,,,,0
16312672282560455,Y123456789,20210910174708,500,680,,20210910175117,admin,1,,20210910173000,20210911173000,20210910102000,20210910175106,100000001,100000002,,680,20210910175117,0,,,,,1,,,0,1,1,,,,0,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16312675873720620,Y123456789,20210910175307,500,679,,20210910175454,admin,16,,20210910173000,20210911173000,20210910091000,20210910175444,3,4,,679,20210910175454,0,,,,,1,,,0,16,1,,,0910,1,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16312677141830752,Y123456789,20210910175514,500,109,,20210910180327,admin,16,,20210910173000,20210911173000,20210910175209,20210910180327,4,5,,109,20210910180327,,,,,,1,,,0,16,1,,,0910,1,CASH,CASH,T,,0,0,0,,1,,0,,,,,0
16313239353410576,A111111111,20210911093215,1100,0,,20210911093302,admin,15,,20210911093000,20210912093000,,,,,,0,,,,,,,1,,,0,15,1,,,,,CASH,,T,,0,0,0,,1,,0,,,,,0
16313240088430758,Y123456789,20210911093328,500,3729,,20210916123935,Y123456789,15,,20210911093000,20210912093000,20210911093905,20210916123935,10002,10003,,3729,20210916123935,0,,,,,1,,,0,15,1,,,,,CASH,CREDIT,T,,0,0,0,,1,,0,,,,,0
16313402083370782,R124383501,20210911140328,500,1499,,20210911141042,Wesley,14,,20210911143000,20210912143000,20210911140428,20210911141042,2010,2010,,1499,20210911141042,,,,,,3,,,0,14,1,,,9991,1,,CASH,T,,0,0,0,,1,,0,,,,,0
16313407180380271,R124383501,20210911141158,500,501,,20210911141423,Wesley,14,,20210911143000,20210912143000,20210911141333,20210911141423,2010,2010,,501,20210911141423,,,,,,3,,,0,14,1,,,9992,999,,CASH,T,,0,0,0,,1,,0,,,,,0
16313409141960097,R124383501,20210911141514,500,501,,20210911141627,Wesley,14,,20210911143000,20210912143000,20210911141535,20210911141627,2010,2010,,501,20210911141627,,,,,,3,,,0,14,1,,,9992,999,,CASH,T,,0,0,0,,1,,0,,,,,0
16315457670100563,H1234,20210913230927,500,8840,,20210913231020,admin,1,,20210913230927,20210913190000,20210901002000,20210913230955,20000015,20000016,,8640,20210913231020,0,,,,,1,,,200,1,1,,,,0,CASH,CASH,F,,0,0,0,,1,,0,,,,,0
16315467965980271,H1234,20210913232636,1100,200,,20210913233431,admin,1,,20210913233000,20210914233000,,,,,,200,,,,,,,2,,,200,,1,,,,,CASH,,F,,0,0,0,,1,,0,,,,,0
16315472855460410,H1234,20210913233445,1100,200,,20210913233720,admin,1,,20210914000000,20210915000000,,,,,,200,,,,,,,2,,,200,,1,,,,,CASH,,F,,0,0,0,,1,,0,,,,,0
16315474672990534,H1234,20210913233747,500,9000,,20210914053931,newepay,1,,20210914000000,20210916223000,20210914053738,20210914053922,20000016,20000017,,8800,20210914053931,0,,,,,2,,,200,,1,,,,0,CASH,CREDIT,F,,0,0,0,,1,,0,,,,,0
16315693176010893,H1234,20210914054157,500,320,,20210914071009,admin,1,,20210914054157,20210914190000,20210914054157,20210914071009,20000017,20000017,,120,20210914071009,0,,,,,1,,,200,1,1,,,,,CASH,CASH,F,,0,0,0,,1,,0,,,,,0
16315695141550942,H1234,20210914054514,500,220,,20210914071023,admin,31,,20210914054514,20210914190000,20210914054514,20210914071023,2401,2401,,20,20210914071023,0,,,,,1,,,200,31,1,,,,,CASH,CASH,F,,0,0,0,,1,,0,,,,,0
16315746357420617,H1234,20210914071035,500,900,,20210920110644,newepay,1,,20210914073000,20210915073000,20210916123353,20210920110603,2583,2584,,700,20210920110644,0,,,,,2,,,200,,1,42585899,工研院,,0,CREDIT,CREDIT,F,,0,0,0,,1,,0,,,,,0
16316739943230332,CA30010668,20210915104634,1100,0,,20211001154336,zochakeelung71,15,,20210915110000,20210916110000,,,,,,0,,,,,,,2,zochakeelung71,,0,,1,,,,,CASH,,F,,0,0,0,,1,,0,,,,,0
16317672136650698,Y123456789,20210916124013,500,320,,20210916141326,admin,1,,20210916130000,20210917130000,20210916124219,20210916141125,100000002,100000003,,320,20210916141326,0,,,,,2,,,0,,1,,,,0,CASH,CASH,F,,0,0,0,,1,,0,,,,,0
16322929406410397,C121488794,20210922144220,400,0,,20210922170654,zochakeelung71,15,,20210922150000,20210923150000,20210922144314,20210922170654,20100,20101,,0,,0,,,,,3,,,0,15,1,,,,0,,,F,,0,0,0,,1,,0,,,,,0
16323476843240261,H1234,20210923055444,500,1230,,20210924104303,admin,31,,20210923055444,20210923190000,20210923055444,20210924104303,2401,2401,,1230,20210924104303,0,,,,,1,,,0,31,2,,,,,CASH,CASH,F,,0,0,0,,1,,0,,,,,0
16323885193410216,C220422061,20210923171519,1000,100,,20210923181109,C220422061,15,,20210923173000,20210924173000,,,,,,100,,,,,客戶從前台取消,,3,,,0,15,1,,,,,,,F,,0,0,0,,1,,0,,,,,0
16324513925320290,H1234,20210924104312,500,0,,20210925062800,admin,1,,20210924110000,20210925110000,20210925062739,20210925062800,2000000001,2000000001,,-200,20210925062800,,,,,,2,,,200,,1,,,,,CREDIT,CASH,F,,0,0,0,,1,,0,,,,,0
16324572769600573,C121488794,20210924122116,1100,200,,20210924124310,admin,15,,20210924120000,20210925120000,20210924122624,,15763,,,200,,,,,,,1,zochakeelung71,,200,15,1,,,,,CREDIT,,F,,0,0,0,,1,,0,,,,,0
16324624549760733,C121488794,20210924134734,500,320,,20210924153104,zochakeelung71,15,,20210924140000,20210925140000,20210924134859,20210924153104,15763,15763,,120,20210924153104,,,,,,2,zochakeelung71,,200,,1,,,,,CREDIT,CASH,F,,0,0,0,,1,,0,,,,,0
16324687289790977,C121488794,20210924153208,500,250,,20210924170257,g90344,33,,20210924153208,20210924190000,20210924153208,20210924170257,0,0,,250,20210924170257,0,,,,,1,,,0,33,1,,,,,CASH,CASH,F,,0,0,0,,1,,0,,,,,0
16324741873910823,C121488794,20210924170307,1100,200,,20210924170732,zochakeelung71,15,,20210924173000,20210925173000,20210924170440,,14686,,,200,,,,,,,2,zochakeelung71,,200,,1,,,,,CREDIT,,F,,0,0,0,,1,,0,,,,,0
16324745539990743,C121488794,20210924170913,500,200,,20210924171530,zochakeelung71,15,,20210924173000,20210925173000,20210924171042,20210924171530,17811,17811,,0,20210924171530,,,,,,2,zochakeelung71,,200,,1,,,,0,CREDIT,CASH,T,CASH,690,0,0,,1,,0,,,,,0
16324753433090242,C121488794,20210924172223,1100,200,,20210924172626,zochakeelung71,15,,20210924173000,20210925173000,20210924172509,,11461,,,200,,,,,,,2,zochakeelung71,,200,,1,,,,0,CREDIT,,T,CASH,580,0,0,,1,,0,,,,,0
16324756061310994,C121488794,20210924172646,500,110,,20210924191255,zochakeelung71,15,,20210924173000,20210924183000,20210924172809,20210924191255,17001,17001,,110,20210924191255,,,,,,2,zochakeelung71,,0,,1,,,,0,CASH,CASH,T,CASH,210,0,0,,1,,0,,,,,0
16324764931760859,Y123456789,20210924174133,1100,0,,20210924174404,admin,1,,20210924173000,20210925173000,,,,,,0,,,,,,,1,,,0,1,1,,,,,CASH,,F,,0,0,0,,1,,0,,,,,0
16325220865250188,H1234,20210925062126,500,500,,20210925062710,admin,1,,20210925060000,20210926060000,20210925062620,20210925062652,2000000000,2000000001,,300,20210925062710,0,,,,,1,,,200,1,1,,,,0,CASH,CASH,F,,0,0,0,,1,,0,,,,,0
16325230100360723,H1234,20210925063650,500,890,,20210925063746,admin,1,,20210925070000,20210926070000,20210924062639,20210925063746,2584,2584,,690,20210925063746,,,,,,2,,,200,,1,,,,,CREDIT,CASH,F,,0,0,0,,1,,0,,,,,0
16325543910670064,H1234,20210925151951,500,210,,20210925160018,admin,1,,20210925153000,20210926153000,20210925152158,20210925160018,2584,2584,,10,20210925160018,,,,,,2,,,200,,1,,,,,CREDIT,CASH,F,,0,0,0,,1,,0,,,,,0
16325568631520847,H1234,20210925160103,500,0,,20210925160314,admin,1,,20210925163000,20210926163000,20210925160231,20210925160314,2000000001,2000000001,,-200,20210925160314,,,,,,2,,,200,,1,,,,,CREDIT,CASH,F,,0,0,0,,1,,0,,,,,0
16327276725740241,C121488794,20210927152752,500,0,,20210927154238,zochakeelung71,15,,20210927152752,20210927190000,20210927152752,20210927154238,10003,10003,,0,20210927154238,0,,,,,1,,,0,15,1,,,,,CASH,CASH,T,CASH,440,0,0,,1,,0,,,,,0
16327286587660880,C121488794,20210927154418,500,890,,20220209153432,admin,15,,20210927160000,20210928160000,20210927154531,20210927162756,19101,19102,,0,20220209153432,0,,,,,2,zochakeelung71,,0,,1,,,,0,CASH,CASH,T,CREDIT,890,0,0,,1,,0,,,,,0
16327313072790671,C121488794,20210927162827,1000,680,,20210928180053,C121488794,15,,20210927163000,20210928163000,,,,,,680,,,,,客戶從前台取消,,2,zochakeelung71,,0,,1,,,,,CASH,,T,,0,0,0,,1,,0,,,,,0
16327326460410124,H1234,20210927165046,500,0,,20210927165805,admin,1,,20210927170000,20210928170000,20210927165300,20210927165805,2000000001,2000000001,,-200,20210927165805,,,,,,2,,,200,,1,,,,,CREDIT,CASH,F,,0,0,0,,1,,0,,,,,0
16327331000060331,H1234,20210927165820,500,0,,20210929170306,admin,1,,20210927170000,20210928170000,20210929170253,20210929170306,2000000001,2000000001,,-200,20210929170306,,,,,,2,,,200,,1,,,,,CREDIT,CASH,F,,0,0,0,,1,,0,,,,,0
